10,31
11,151
11.1,77
11.2,17
11.3,16
11.4,32
12,51
12.2,1
13,8
14.4,3
6,1269
6.1,1066
6.2,83
6.3,54
6.4,22
6.5,41
7,159
7.1,104
7.2,24
7.3,8
7.4,8
7.5,13
8,81
8.1,8
8.3,4
8.4,30
8.5,34
9,20
9.2,12
9.4,6
